QID,question,answer,correct,choice
1212,"Before “This American Life,” Ira Glass was the co-host of an NPR show based in what city?",Chicago,TRUE,A
1212,"Before “This American Life,” Ira Glass was the co-host of an NPR show based in what city?",New York City,FALSE,C
513,"Before creating his own successful fast food operation, Dave Thomas worked for what chain?",Burger King,FALSE,B
513,"Before creating his own successful fast food operation, Dave Thomas worked for what chain?",KFC,TRUE,C
513,"Before creating his own successful fast food operation, Dave Thomas worked for what chain?",McDonald's,FALSE,A
246,"Before creating Hotmail, the two founders worked together at what company?",Apple,TRUE,C
246,"Before creating Hotmail, the two founders worked together at what company?",Hewlett-Packard,FALSE,A
246,"Before creating Hotmail, the two founders worked together at what company?",Microsoft,FALSE,B
833,"Before inventing Nike's air soles, where did the creator work?",Levi's,FALSE,C
833,"Before inventing Nike's air soles, where did the creator work?",NASA,TRUE,A
833,"Before inventing Nike's air soles, where did the creator work?",Porsche,FALSE,B
89,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",12 snaps,TRUE,A
89,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",6 snaps,FALSE,B
89,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",8 snaps,FALSE,C
667,Ben &amp; Jerry’s Cherry Garcia flavor is a pun on the lead singer of what band?,Grateful Dead,TRUE,A
667,Ben &amp; Jerry’s Cherry Garcia flavor is a pun on the lead singer of what band?,Phish,FALSE,B
667,Ben &amp; Jerry’s Cherry Garcia flavor is a pun on the lead singer of what band?,Rolling Stones,FALSE,C
1331,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Erie,TRUE,B
1331,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Ontario,FALSE,C
1331,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Superior,FALSE,A
96,Bill Cunningham was a key influence in what style of photography?,Portrait,FALSE,B
96,Bill Cunningham was a key influence in what style of photography?,Street style,TRUE,C
96,Bill Cunningham was a key influence in what style of photography?,Tilt-shift,FALSE,A
948,Birders use what four-letter word to refer to hard-to-classify birds?,Anon,FALSE,A
948,Birders use what four-letter word to refer to hard-to-classify birds?,Drib,FALSE,C
948,Birders use what four-letter word to refer to hard-to-classify birds?,Spuh,TRUE,B
1344,Bob Marley’s son performs the theme song for a hit animated TV show about a talking what?,Aardvark,TRUE,B
1344,Bob Marley’s son performs the theme song for a hit animated TV show about a talking what?,Horse,FALSE,C
1344,Bob Marley’s son performs the theme song for a hit animated TV show about a talking what?,Sponge,FALSE,A
1047,Bonnie &amp; Clyde were wanted by police for committing what crime?,Bank robbery,TRUE,A
1047,Bonnie &amp; Clyde were wanted by police for committing what crime?,Destination wedding,FALSE,C
1047,Bonnie &amp; Clyde were wanted by police for committing what crime?,Excessive PDA,FALSE,B
29,Boston and Buffalo have both been home to major pro sports teams named what?,Angels,FALSE,B
29,Boston and Buffalo have both been home to major pro sports teams named what?,Braves,TRUE,C
29,Boston and Buffalo have both been home to major pro sports teams named what?,Giants,FALSE,A
421,"Botanically speaking, what type of fruit is an avocado?",Berry,TRUE,A
421,"Botanically speaking, what type of fruit is an avocado?",Citrus,FALSE,C
421,"Botanically speaking, what type of fruit is an avocado?",Gourd,FALSE,B
8,Buying a can of soda will incur a higher tax in which city?,"Denver, CO",FALSE,B
8,Buying a can of soda will incur a higher tax in which city?,"Santa Barbara, CA",FALSE,A
8,Buying a can of soda will incur a higher tax in which city?,"Seattle, WA",TRUE,C
1182,"By area, which of these US states is biggest?",California,FALSE,B
1182,"By area, which of these US states is biggest?",Texas,TRUE,A
1182,"By area, which of these US states is biggest?",Utah,FALSE,C
1395,"By definition, a hotel room advertised as having AC has what?",Air conditioning,TRUE,C
1395,"By definition, a hotel room advertised as having AC has what?",Alive cockroaches,FALSE,A
1395,"By definition, a hotel room advertised as having AC has what?",Almond cookies,FALSE,B
870,"By definition, a myopic person is considered what?",Mopey,FALSE,A
870,"By definition, a myopic person is considered what?",Nearsighted,TRUE,B
870,"By definition, a myopic person is considered what?",Photographer,FALSE,C
908,"By definition, a person who cuts hair is often referred to as what?",Barber,TRUE,C
908,"By definition, a person who cuts hair is often referred to as what?",Birder,FALSE,A
908,"By definition, a person who cuts hair is often referred to as what?",Bugbear,FALSE,B
691,"By definition, a person who is ambidextrous is able to do what?",Speak two languages,FALSE,B
691,"By definition, a person who is ambidextrous is able to do what?",Use both hands well,TRUE,A
691,"By definition, a person who is ambidextrous is able to do what?",Whistle,FALSE,C
301,"By definition, a person with bad handwriting can be said to have what?",Griffonage,TRUE,C
301,"By definition, a person with bad handwriting can be said to have what?",Onychocryptosis,FALSE,B
301,"By definition, a person with bad handwriting can be said to have what?",Paresthesia,FALSE,A
790,"By definition, a skinflint is someone who does NOT like doing what?",Speaking in public,FALSE,C
790,"By definition, a skinflint is someone who does NOT like doing what?",Spending money,TRUE,B
790,"By definition, a skinflint is someone who does NOT like doing what?",Wearing clothes,FALSE,A
1054,"By definition, aleatoric music is considered to be what?",Cinematic,FALSE,B
1054,"By definition, aleatoric music is considered to be what?",Mournful,FALSE,C
1054,"By definition, aleatoric music is considered to be what?",Random,TRUE,A
388,"By definition, an ambulatory person is what?",Hospital-bound,FALSE,C
388,"By definition, an ambulatory person is what?",Making sounds,FALSE,B
388,"By definition, an ambulatory person is what?",Walking,TRUE,A
1327,"By definition, an expert in amanuensis is helpful in what?",Administering shots,FALSE,A
1327,"By definition, an expert in amanuensis is helpful in what?",Cleaning lab equipment,FALSE,C
1327,"By definition, an expert in amanuensis is helpful in what?",Writing letters,TRUE,B
1536,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?",Onion,TRUE,A
1536,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?",Rice,FALSE,C
1536,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?",Tomato,FALSE,B
1302,"By definition, numbers that are less than zero are classified as what?",Imaginary,FALSE,A
1302,"By definition, numbers that are less than zero are classified as what?",Negative,TRUE,B
1302,"By definition, numbers that are less than zero are classified as what?",Transcendental,FALSE,C
1013,"By definition, people who are somnambulists do what?",Eat at their desks,FALSE,B
1013,"By definition, people who are somnambulists do what?",Walk in their sleep,TRUE,A
1013,"By definition, people who are somnambulists do what?",Work from home,FALSE,C
1136,"By definition, where are people known as Turkmen from?",Turkey,FALSE,C
1136,"By definition, where are people known as Turkmen from?",Turkmenistan,TRUE,A
1136,"By definition, where are people known as Turkmen from?",Turks and Caicos Islands,FALSE,B
36,"By definition, which of these people is guilty of treason?",Poltroon,FALSE,B
36,"By definition, which of these people is guilty of treason?",Quisling,TRUE,C
36,"By definition, which of these people is guilty of treason?",Scullion,FALSE,A
1523,"By definition, which of these would you need to “defenestrate” a prized belonging?",Law degree,FALSE,A
1523,"By definition, which of these would you need to “defenestrate” a prized belonging?",Swimming pool,FALSE,C
1523,"By definition, which of these would you need to “defenestrate” a prized belonging?",Window,TRUE,B
832,"By volume, the air we breathe is mostly made up of what element?",Carbon dioxide,FALSE,C
832,"By volume, the air we breathe is mostly made up of what element?",Nitrogen,TRUE,A
832,"By volume, the air we breathe is mostly made up of what element?",Oxygen,FALSE,B
11,Catherine de’ Medici was present at the performance of the first-ever formal what?,Ballet,TRUE,C
11,Catherine de’ Medici was present at the performance of the first-ever formal what?,Commedia dell’arte,FALSE,B
11,Catherine de’ Medici was present at the performance of the first-ever formal what?,Opera,FALSE,A
1284,Charles Darwin was born on the same exact date and year as which president?,Abraham Lincoln,TRUE,B
1284,Charles Darwin was born on the same exact date and year as which president?,Theodore Roosevelt,FALSE,C
1284,Charles Darwin was born on the same exact date and year as which president?,Thomas Jefferson,FALSE,A
464,Chat app Airtime was launched by the founder of what startup?,Blogger,FALSE,C
464,Chat app Airtime was launched by the founder of what startup?,MySpace,FALSE,B
464,Chat app Airtime was launched by the founder of what startup?,Napster,TRUE,A
299,Cinnamon is the primary flavoring of which liqueur?,Drambuie,FALSE,C
299,Cinnamon is the primary flavoring of which liqueur?,Frangelico,FALSE,B
299,Cinnamon is the primary flavoring of which liqueur?,Goldschläger,TRUE,A
184,Cirque du Soleil is a theater troupe first formed in which country?,Canada,TRUE,B
184,Cirque du Soleil is a theater troupe first formed in which country?,France,FALSE,C
184,Cirque du Soleil is a theater troupe first formed in which country?,USA,FALSE,A
887,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?",Economics,FALSE,A
887,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?",Openness,TRUE,C
887,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?",Restructuring,FALSE,B
1299,Clothes normally go from a washing machine to what other machine?,ATM,FALSE,C
1299,Clothes normally go from a washing machine to what other machine?,Dryer,TRUE,B
1299,Clothes normally go from a washing machine to what other machine?,Fax,FALSE,A
1039,"Created in a 1970 contest, the universal recycling symbol depicts what?",Crumpled-up paper,FALSE,A
1039,"Created in a 1970 contest, the universal recycling symbol depicts what?",Three arrows,TRUE,C
1039,"Created in a 1970 contest, the universal recycling symbol depicts what?",Tree inside a circle,FALSE,B
265,Daku is the pseudonym of a street artist known for his work in what city?,London,FALSE,C
265,Daku is the pseudonym of a street artist known for his work in what city?,New Delhi,TRUE,A
265,Daku is the pseudonym of a street artist known for his work in what city?,Tokyo,FALSE,B
1322,Denver’s Union Station once banned which of these things?,Kissing,TRUE,C
1322,Denver’s Union Station once banned which of these things?,Wearing red,FALSE,B
1322,Denver’s Union Station once banned which of these things?,Whistling,FALSE,A
1474,"Despite his name, which of these musicians is actually from Morocco?",Bruno Mars,FALSE,C
1474,"Despite his name, which of these musicians is actually from Morocco?",Flo Rida,FALSE,B
1474,"Despite his name, which of these musicians is actually from Morocco?",French Montana,TRUE,A
1140,Dr. Charles Drew’s greatest contribution to medicine was in what area?,Cardiology,FALSE,A
1140,Dr. Charles Drew’s greatest contribution to medicine was in what area?,Hematology,TRUE,B
1140,Dr. Charles Drew’s greatest contribution to medicine was in what area?,Osteology,FALSE,C
403,"During part of the Cold War, what city's MLB team added the word “legs” to its name?",Boston,FALSE,C
